rank,total_deposits,bank_name,latitude,longitude
1544,527744000.0,Delta Bank,49.7945053,73.0560118
1545,527059000.0,Woodsville Guaranty Savings Bank,44.300801,-71.7680361
1546,527012000.0,First Bank Kansas,38.8368825,-97.6088091
1547,526750000.0,Palmetto State Bank,32.4414082,-80.7026453
1548,526414000.0,Peoples Savings Bank,41.9742454,-91.6721086
1549,526019000.0,First State Bank,42.3312696,-83.0482988
1550,525714000.0,Bank of Odessa,39.0067722,-93.9547272
1551,525560000.0,The First National Bank of East Texas,,
1552,525541000.0,Exchange Bank & Trust,39.3178254,-94.9181645
1553,525473000.0,Carroll Bank and Trust,33.5592634,-85.0737481
1554,525466000.0,NewBank,55.8468011,-4.2019817
1555,525359000.0,PS Bank,14.5621763,120.9947439
1556,525143000.0,Farmers Bank,46.4232973,-63.2833069
1557,524070000.0,Chippewa Valley Bank,46.699548,-92.0388108
1558,523605000.0,Bank of Prairie du Sac,,
1559,523508000.0,United Community Bank,3.1892015,101.7311394
1560,523499000.0,Farmers Bank and Trust Company,,
1561,523091000.0,First Independence Bank,42.3319132,-83.0481576
1562,522656000.0,First Chatham Bank,32.1412758,-81.2466055
1563,522394000.0,Peoples National Bank of Kewanee,41.359421,-89.7397448
1564,522259000.0,GBC International Bank,37.7992795,-122.4085019
1565,521980000.0,SAVIBANK,48.7610656,-122.4861445
1566,520676000.0,Northwestern Bank,46.0126397,-59.8624498
1567,519477000.0,"First State Bank and Trust Company, Inc.",,
1568,519035000.0,Reliance Savings Bank,14.5777405,121.0738936
1569,518758000.0,"First Kentucky Bank, Inc.",,
1570,518228000.0,OneUnited Bank,,
1571,518068000.0,FNBC Bank & Trust,41.8084855,-87.9021642
1572,517958000.0,TrustBank,5.8263927,-55.1660502
1573,516194000.0,Eaglemark Savings Bank,,
1574,515888000.0,First Midwest Bank of Dexter,,
1575,515510000.0,Tri-County Bank,41.1461343,-104.7616759
1576,515294000.0,Citizens State Bank,41.1394038,-96.0511266
1577,514964000.0,Kingston National Bank,39.3333702,-83.0055316
1578,514905000.0,Washington County Bank,41.543437,-96.1349454
1579,514737000.0,"First Bank, Upper Michigan",,
1580,514541000.0,Homeland Federal Savings Bank,,
1581,513557000.0,Quaint Oak Bank,,
1582,513218000.0,Century Savings Bank,14.5557691,121.0153954
1583,513173000.0,"First Federal Community Bank, SSB",,
1584,512669000.0,Community Bank of Pickens County,,
1585,512454000.0,Mt. McKinley Bank,64.8427554,-147.7179028
1586,512326000.0,Haverhill Bank,42.8065065,-71.1019431
1587,511928000.0,Susquehanna Community Bank,41.0187782,-76.8780212
1588,511575000.0,First Security Bank and Trust Company,,
1589,511539000.0,Peoples Bank & Trust,38.990482,-90.7522354
1590,511407000.0,Bank & Trust Company,31.8913417,35.2169102
1591,511239000.0,Connecticut Community Bank,41.3778046,-71.8326907
1592,511084000.0,"The Bank and Trust, S.S.B.",,
1593,510877000.0,Farmers & Merchants Savings Bank,41.636478,-91.5683004
1594,510334000.0,Intracoastal Bank,29.5540735,-81.2334385
1595,510078000.0,BankVista,44.1703416,-93.9684245
1596,510030000.0,Fidelity Bank,34.9547207,-81.9344627
1597,509736000.0,Slovenian Savings and Loan Association of Canonsburg,,
1598,508794000.0,Cross Keys Bank,53.9404325,-1.106607
1599,508634000.0,Tioga State Bank,42.0942491,-75.8991939
1600,507831000.0,First Port City Bank,30.9043308,-84.5798872
1601,507759000.0,Commercial Bank,31.9921737,-102.0989637
1602,507719000.0,Dominion Bank,43.6475123,-79.3810644
1603,507666000.0,"Servbank,sb",,
1604,507180000.0,GNB Bank,42.361761,-92.7710128
1605,506892000.0,Crossroads Bank,28.8341289,-96.958417
1606,506528000.0,Mifflinburg Bank and Trust Company,,
1607,506041000.0,The Falls City National Bank,,
1608,503915000.0,The Milford Bank,41.2419931,-73.0312478
1609,503298000.0,Security State Bank,30.0434179,-99.145428
1610,503182000.0,Jefferson Security Bank,39.4290289,-77.8058143
1611,503172000.0,South Georgia Banking Company,31.4738572,-83.5026798
1612,502984000.0,The National Bank of Middlebury,,
1613,502422000.0,First Federal Savings Bank,38.1983238,-84.8769258
1614,501944000.0,Empire State Bank,40.6130656,-74.1201663
1615,501918000.0,Citizens Bank Minnesota,44.3144975,-94.4604018
1616,501834000.0,First National Bank of Eastern Arkansas,,
1617,501612000.0,Washington State Bank,41.2986212,-91.6933447
1618,501370000.0,Washington Savings Bank,40.1087931,-75.0254287
1619,500678000.0,Walpole Co-operative Bank,42.1454121,-71.2531108
1620,499992000.0,Pineland Bank,30.7798271,-81.6203173
1621,499392000.0,Mercer County State Bank,41.1623254,-80.0962016
1622,499143000.0,First State Bank,42.3312696,-83.0482988
1623,498748000.0,Hearthside Bank Corporation,,
1624,498548000.0,The Bank of South Carolina,32.7832565,-79.9317648
1625,497450000.0,INSOUTH Bank,,
1626,497327000.0,Century Bank,30.6938927,-88.1260672
1627,496344000.0,Community Bank,43.4769365,-75.3198885
1628,495312000.0,First National Bank & Trust Company of McAlester,,
1629,493210000.0,Freedom Bank,43.2444045,76.9417304
1630,491768000.0,The Bank of Southside Virginia,37.2664325,-77.4005451
1631,491047000.0,Bank of Holly Springs,,
1632,491035000.0,Four Corners Community Bank,49.2815084,-123.0991916
1633,490621000.0,The First National Bank of Jeanerette,,
1634,489389000.0,Apple River State Bank,42.477605,-90.2510441
1635,488640000.0,The Peoples Bank,34.5086246,-82.6516822
1636,488189000.0,Bay State Savings Bank,42.2616309,-71.8018769
1637,487809000.0,First National Bank of Louisiana,30.2271674,-93.3397655
1638,487166000.0,First State Bank & Trust,39.1156971,-94.9391787
1639,486649000.0,Enterprise Bank of South Carolina,33.2443384,-81.3624783
1640,486223000.0,American Heritage National Bank,46.0844482,-94.8675343
1641,486208000.0,United Bank of Union,38.4458006,-91.0080346
1642,486019000.0,Peoples Exchange Bank,38.0024541,-84.5460794
1643,485898000.0,Cross Bank,53.7179808,-1.6415566
1644,485612000.0,MNB BANK,47.5036389,19.0516593
1645,485500000.0,Unison Bank,33.3941453,-111.7506571
1646,485476000.0,Premier Community Bank,44.6628311,-88.226904
1647,484753000.0,Cottonport Bank,30.3872581,-91.2455277
1648,484573000.0,The First National Bank of Mertzon,,
1649,484301000.0,First Federal Savings Bank,38.1983238,-84.8769258
1650,484162000.0,Citizens Bank and Trust Company,46.4361595,-109.8324314
1651,483966000.0,"SouthTrust Bank, N.A.",,
1652,483842000.0,Lee Bank,42.4441029,-73.2557027
1653,483811000.0,Crown Bank,53.0255959,-2.1760236
1654,483071000.0,The Shelby County State Bank,,
1655,481718000.0,United Mississippi Bank,31.5381591,-91.3834167
1656,479431000.0,Pacific Valley Bank,36.212935,-121.126644
1657,479380000.0,Community Bank Mankato,,
1658,479211000.0,Citizens' Bank & Trust Co.,44.8908829,-94.3696712
1659,478299000.0,Madison County Bank,34.7006249,-86.5845124
1660,477942000.0,"WNB FINANCIAL, N.A.",,
1661,477517000.0,Peoples Bank & Trust,38.990482,-90.7522354
1662,476556000.0,First Bank,44.9405611,26.025349
1663,476309000.0,The Peoples Bank,34.5086246,-82.6516822
1664,476134000.0,UNICO Bank,37.8815531,-90.5109392
1665,475535000.0,Merchants & Farmers Bank & Trust Company,,
1666,475320000.0,RVR Bank,39.9337293,-74.157084
1667,475256000.0,Jonah Bank of Wyoming,42.8494101,-106.2773993
1668,475142000.0,First National Bank of Huntsville,34.6807401,-86.7237048
1669,474831000.0,The Bank of Bennington,43.0650365,-73.1572133
1670,474602000.0,Community Savings Bank,41.977144,-91.6176697
1671,473305000.0,First Seacoast Bank,43.3048919,-70.9756386
1672,473302000.0,Crest Savings Bank,38.9900343,-74.8128719
1673,473141000.0,Alva State Bank & Trust Company,,
1674,472627000.0,CS Bank,40.0662915,-83.0188003
1675,470945000.0,The Murray Bank,36.603889,-88.3146888
1676,470782000.0,First Commercial Bank,25.0610306,121.5445194
1677,470704000.0,Geddes Federal Savings and Loan Association,43.0478942,-76.1997192
1678,469905000.0,"Black Hills Community Bank, N.A.",,
1679,469829000.0,"Trinity Bank, N.A.",,
1680,469739000.0,Frontier State Bank,34.001953,71.5440377
1681,469568000.0,Citizens Bank of Kansas,37.6867304,-97.2796829
1682,469245000.0,The Farmers Bank of Willards,,
1683,469176000.0,Glenwood State Bank (Incorporated),,
1684,468890000.0,Rayne State Bank & Trust Company,,
1685,468118000.0,Baraboo State Bank,,
1686,467956000.0,Wayne County Bank,35.172901,-87.7389679
1687,466898000.0,First Choice Bank,34.2482891,-88.9992328
1688,466639000.0,Millennium Bank,52.2356008,21.0088026
1689,465990000.0,Stockmens Bank,28.4375577,-99.2349109
1690,465635000.0,First State Bank and Trust,38.971029,-95.2890348
1691,464983000.0,Equitable Bank,43.6882187,-79.3953487
1692,464693000.0,South Ottumwa Savings Bank,41.0100024,-92.4175761
1693,464483000.0,Central State Bank,42.030657,-91.6572972
1694,462874000.0,Bank of the Valley,41.4615688,-97.0606006
1695,462632000.0,The National Bank of Coxsackie,,
1696,462329000.0,Five Points Bank of Hastings,,
1697,462179000.0,DeMotte State Bank,41.2903311,-87.4030241
1698,461707000.0,PremierBank,42.7035697,-89.0051155
1699,461346000.0,Redwood Capital Bank,40.8027169,-124.1654165
1700,461265000.0,Cross County Savings Bank,39.0393318,-121.0936633
1701,460769000.0,Portage Community Bank,43.5699879,-89.4704164
1702,460762000.0,Eastern Michigan Bank,43.0247741,-82.458181
1703,460259000.0,Farmers & Merchants Bank of Colby,,
1704,459039000.0,Legends Bank,36.530418,-87.3616896
1705,458562000.0,Phelps County Bank,37.949812,-91.7713083
1706,457783000.0,The Friendship State Bank,,
1707,457603000.0,Lake Elmo Bank,45.0377146,-92.82041
1708,457471000.0,BlueHarbor Bank,,
1709,457316000.0,The Cooperative Bank,51.5845287,-0.0191401
1710,457010000.0,First National Bank of Coffee County,,
1711,456817000.0,Bank of Bartlett,35.2043418,-89.8539983
1712,455830000.0,Regional Missouri Bank,39.434689,-92.9391271
1713,455228000.0,Farmers and Merchants Bank,40.4524013,-86.9101344
1714,455222000.0,Farmers Bank of Northern Missouri,,
1715,454795000.0,Southwest Capital Bank,35.0887496,-106.6636843
1716,454648000.0,First State Bank and Trust Company,,
1717,454538000.0,KodaBank,,
1718,454489000.0,Riverstone Bank,41.8668926,-103.6638016
1719,454481000.0,The Karnes County National Bank of Karnes City,,
1720,453965000.0,Pacific Coast Bankers' Bank,,
1721,453662000.0,Triad Business Bank,36.1098636,-79.881613
1722,453545000.0,Security Savings Bank,38.8843002,-94.672063
1723,453403000.0,AVB Bank,36.0726169,-95.7965949
1724,453329000.0,Rondout Savings Bank,41.9255871,-73.9906881
1725,452686000.0,Lumbee Guaranty Bank,34.8144507,-79.1804172
1726,452451000.0,Denali State Bank,64.836037,-147.7611525
1727,452228000.0,The Fairfield National Bank,,
1728,452001000.0,TC FEDERAL BANK,30.1757063,-81.6285604
1729,451724000.0,Champlain National Bank,44.2958531,-74.00219
1730,451391000.0,North Shore Bank of Commerce,46.8307669,-92.0268429
1731,450481000.0,Bank of Frankewing,,
1732,449782000.0,Coulee Bank,44.9401241,-93.1309446
1733,449062000.0,Bank of Texas,29.8600462,-95.5237756
1734,449032000.0,First Nations Bank,41.9862267,-87.7770317
1735,448739000.0,Belgrade State Bank,37.9379456,-90.7865028
1736,448275000.0,Citizens National Bank of Cheboygan,,
1737,447998000.0,The Berkshire Bank,40.6342538,-73.993151
1738,447867000.0,First State Bank,42.3312696,-83.0482988
1739,446822000.0,West Point Bank,37.83612,-85.9479793
1740,446268000.0,Select Bank,37.3624425,-79.2101785
1741,446115000.0,Sunstate Bank,25.7632603,-80.2887742
1742,445547000.0,NBT Financial Bank,,
1743,444494000.0,South Story Bank & Trust,41.9008804,-93.6077851
1744,444454000.0,First National Bank,40.5530732,-105.1183686
1745,444448000.0,First Federal Savings Bank,38.1983238,-84.8769258
1746,444425000.0,Community State Bank,41.6272898,-93.5998944
1747,443792000.0,Gibsland Bank & Trust Company,,
1748,443689000.0,The Savings Bank,55.8529402,-4.2585588
1749,443411000.0,Claremont Savings Bank,43.6495954,-72.3099114
1750,442829000.0,"Profinium, Inc.",,
1751,441711000.0,Southwest National Bank,37.68771,-97.3332975
1752,440139000.0,The Brenham National Bank,,
1753,440094000.0,Liberty National Bank,42.4384154,-96.3506878
1754,439878000.0,CBBC Bank,35.7576179,-83.9689791
1755,439065000.0,Connection Bank,40.4090467,-91.3964782
1756,438953000.0,Herring Bank,38.8768383,-104.8194899
1757,438645000.0,The Bank of Tescott,,
1758,438361000.0,Mound City Bank,42.7326797,-90.4779084
1759,438310000.0,Pan American Bank & Trust,35.1630218,-106.5872299
1760,437844000.0,American Bank,38.9028025,-77.0311017
1761,437519000.0,"First Montana Bank, Inc.",,
1762,437505000.0,"Peoples Bank of Kentucky, Inc.",,
1763,437370000.0,Gulf Coast Bank,29.9756627,-90.0998282
1764,437340000.0,FNB Community Bank,35.4356186,-97.4066485
1765,436653000.0,Grand River Bank,42.8837979,-85.7631213
1766,436583000.0,Mountain Valley Bank,34.1063984,-83.5926153
1767,436105000.0,Mega Bank,27.7092179,85.3294968
1768,435513000.0,Panhandle First Bank,35.8647458,-101.9571523
1769,435506000.0,"Shamrock Bank, N.A.",37.9304574,-79.574225
1770,435045000.0,American Bank and Trust Company,35.9950618,-78.908153
1771,434305000.0,TruPoint Bank,36.7161999,-81.9567861
1772,433785000.0,The Citizens Bank of Clovis,,
1773,433747000.0,Labette Bank,37.3400034,-95.2412859
1774,433746000.0,Asian Bank,39.9370568,-75.1548953
1775,433727000.0,Home Federal Savings and Loan Association of Grand Island,,
1776,433674000.0,Citizens Bank of Americus,,
1777,433487000.0,Powell Valley National Bank,36.8653062,-82.7721152
1778,433395000.0,First Independent Bank,44.4490874,-95.7605213
1779,433101000.0,Essex Savings Bank,41.3530817,-72.3900545
1780,432512000.0,"United Community Bank of West Kentucky, Inc.",,
1781,432226000.0,Shoreham Bank,,
1782,431020000.0,First Eagle Bank,41.8813714,-87.6574855
1783,431006000.0,First State Bank and Trust,38.971029,-95.2890348
1784,430779000.0,Peoples Bank,41.7272005,-87.5514381
1785,430656000.0,First Southwest Bank,37.4679032,-105.8681531
1786,430549000.0,CHARTER WEST BANK,42.148203,-96.489005
1787,430344000.0,"Hatboro Federal Savings, FA",40.2072748,-75.0993284
1788,430278000.0,The Bank of Tioga,,
1789,430251000.0,TS Bank,42.0226058,-93.6157096
1790,430107000.0,State Bank Financial,37.979843,-84.498688
1791,429774000.0,Huntington Federal Savings Bank,38.4196461,-82.440355
1792,429406000.0,Lone Star Capital Bank,30.3931192,-97.7072853
1793,429077000.0,First Pryority Bank,36.0095968,-95.8872415
1794,428921000.0,Iowa Trust & Savings Bank,41.8242362,-90.6474733
1795,428918000.0,Osgood Bank,40.4845172,-83.9231151
1796,428810000.0,Armor Bank,34.7707345,-92.3562221
1797,428126000.0,The Napoleon State Bank,39.3514821,-85.5019066
1798,427888000.0,Casey State Bank,-37.7363231,145.0941192
1799,427806000.0,Mechanics & Farmers Bank,35.7552736,-78.6128189
1800,427635000.0,"Fayette Savings Bank, SSB",,
1801,427020000.0,LifeStore Bank,36.2004175,-81.6595588
1802,426811000.0,The Bank of Advance,,
1803,426682000.0,The FNB Community Bank,,
1804,426489000.0,Citizens Community Bank,41.8510298,-87.8519568
1805,426085000.0,Magnolia State Bank,33.0800905,-83.226479
1806,425634000.0,Heritage Bank,17.2458462,-89.0023818
1807,425633000.0,The St. Henry Bank,,
1808,425391000.0,Connections Bank,40.317837,-94.874927
1809,424841000.0,Cattlemens Bank,,
1810,424739000.0,Enterprise Bank,29.7006,-95.2918531
1811,423986000.0,International Bank of Commerce,29.6883964,-95.5869734
1812,423968000.0,High Country Bank,40.1609396,-105.1022942
1813,423884000.0,"River City Bank, Inc.",,
1814,423613000.0,"First Community Bank of the Heartland, Inc.",,
1815,423209000.0,The Farmers Bank and Savings Company,,
1816,422965000.0,"Petefish, Skiles & Co.",,
1817,422497000.0,People's Bank of Seneca,,
1818,422250000.0,Raccoon Valley Bank,41.6961005,-93.7756506
1819,421574000.0,Eagle Bank and Trust Company,38.7869624,-77.2983961
1820,421104000.0,Gulf Capital Bank,29.8177734,-85.3051479
1821,420880000.0,Northwest Bank of Rockford,42.3077699,-89.057098
1822,420827000.0,First Secure Community Bank,41.7799538,-88.1880334
1823,420698000.0,The Bank,55.4470882,-2.2194775
1824,420504000.0,Fifth District Savings Bank,29.9226735,-90.0151512
1825,419581000.0,TriStar Bank,,
1826,419544000.0,Belmont Savings Bank,39.8647295,-80.8038762
1827,419241000.0,First Federal Savings and Loan Association of Lorain,,
1828,419060000.0,"Union Bank, Inc.",,
1829,419045000.0,Henderson State Bank,40.8677913,-97.5933721
1830,418644000.0,"Sterling Federal Bank, F.S.B.",,
1831,418559000.0,American Pride Bank,32.8156532,-83.7070777
1832,418482000.0,Bank of Commerce,49.2684086,-123.1548949
1833,417668000.0,The Hometown Savings Bank,,
1834,417652000.0,First State Bank,42.3312696,-83.0482988
1835,417650000.0,Central Savings Bank,46.4962889,-84.3453834
1836,417620000.0,The Victory Bank,34.0029425,-81.0388752
1837,417058000.0,Seamen's Bank,42.0505752,-70.1963481
1838,416928000.0,Robertson Banking Company,,
1839,416759000.0,Peoples Independent Bank,,
1840,416718000.0,American Commerce Bank,30.4640332,-84.2859943
1841,416115000.0,Citizens Bank,40.619286,-74.0325034
1842,415658000.0,Century Bank and Trust,26.3174405,-80.1294107
1843,415578000.0,First National Bank in Olney,,
1844,414865000.0,Citizens Bank,40.619286,-74.0325034
1845,414080000.0,SOLUTIONS NORTH BANK,39.8293536,-99.8880354
1846,413587000.0,Woodsboro Bank,39.4204182,-77.4642635
1847,412798000.0,First Vision Bank of Tennessee,,
1848,412751000.0,Ambler Savings Bank,40.1555198,-75.2202036
1849,410626000.0,Bank of Dudley,52.5198543,-2.1504797
1850,410448000.0,Community State Bank of Orbisonia,40.3827316,-77.878959
1851,410251000.0,Spring Bank,53.5341854,-2.6649937
1852,410088000.0,Germantown Trust & Savings Bank,,
1853,409966000.0,The First State Bank,38.4089817,-82.2955603
1854,409835000.0,First Farmers & Merchants Bank,44.4948692,-92.9067398
1855,409803000.0,Great American Bank,39.0620177,-94.5909008
